image_path,label,label_name
/content/dataset/PetImages/Dog/5125.jpg,1,Dog
/content/dataset/PetImages/Dog/11527.jpg,1,Dog
/content/dataset/PetImages/Dog/12239.jpg,1,Dog
/content/dataset/PetImages/Cat/5903.jpg,0,Cat
/content/dataset/PetImages/Dog/8729.jpg,1,Dog
/content/dataset/PetImages/Dog/2094.jpg,1,Dog
/content/dataset/PetImages/Cat/2734.jpg,0,Cat
/content/dataset/PetImages/Cat/1154.jpg,0,Cat
/content/dataset/PetImages/Dog/6341.jpg,1,Dog
/content/dataset/PetImages/Dog/8352.jpg,1,Dog
/content/dataset/PetImages/Cat/2349.jpg,0,Cat
/content/dataset/PetImages/Dog/5510.jpg,1,Dog
/content/dataset/PetImages/Cat/7441.jpg,0,Cat
/content/dataset/PetImages/Cat/6568.jpg,0,Cat
/content/dataset/PetImages/Dog/4636.jpg,1,Dog
/content/dataset/PetImages/Cat/9418.jpg,0,Cat
/content/dataset/PetImages/Dog/2425.jpg,1,Dog
/content/dataset/PetImages/Cat/4225.jpg,0,Cat
/content/dataset/PetImages/Cat/8099.jpg,0,Cat
/content/dataset/PetImages/Cat/5564.jpg,0,Cat
/content/dataset/PetImages/Cat/2234.jpg,0,Cat
/content/dataset/PetImages/Cat/10816.jpg,0,Cat
/content/dataset/PetImages/Cat/5471.jpg,0,Cat
/content/dataset/PetImages/Dog/11174.jpg,1,Dog
/content/dataset/PetImages/Dog/8738.jpg,1,Dog
/content/dataset/PetImages/Cat/8863.jpg,0,Cat
/content/dataset/PetImages/Dog/11066.jpg,1,Dog
/content/dataset/PetImages/Dog/4643.jpg,1,Dog
/content/dataset/PetImages/Cat/5896.jpg,0,Cat
/content/dataset/PetImages/Cat/2778.jpg,0,Cat
/content/dataset/PetImages/Dog/10577.jpg,1,Dog
/content/dataset/PetImages/Dog/4786.jpg,1,Dog
/content/dataset/PetImages/Cat/2963.jpg,0,Cat
/content/dataset/PetImages/Dog/2478.jpg,1,Dog
/content/dataset/PetImages/Dog/5128.jpg,1,Dog
/content/dataset/PetImages/Dog/6189.jpg,1,Dog
/content/dataset/PetImages/Dog/7141.jpg,1,Dog
/content/dataset/PetImages/Cat/6140.jpg,0,Cat
/content/dataset/PetImages/Cat/3230.jpg,0,Cat
/content/dataset/PetImages/Dog/1189.jpg,1,Dog
/content/dataset/PetImages/Dog/8036.jpg,1,Dog
/content/dataset/PetImages/Cat/5748.jpg,0,Cat
/content/dataset/PetImages/Dog/11759.jpg,1,Dog
/content/dataset/PetImages/Dog/5236.jpg,1,Dog
/content/dataset/PetImages/Dog/10871.jpg,1,Dog
/content/dataset/PetImages/Cat/9308.jpg,0,Cat
/content/dataset/PetImages/Cat/5057.jpg,0,Cat
/content/dataset/PetImages/Cat/4957.jpg,0,Cat
/content/dataset/PetImages/Dog/5921.jpg,1,Dog
/content/dataset/PetImages/Cat/9985.jpg,0,Cat
/content/dataset/PetImages/Cat/5062.jpg,0,Cat
/content/dataset/PetImages/Cat/6858.jpg,0,Cat
/content/dataset/PetImages/Cat/846.jpg,0,Cat
/content/dataset/PetImages/Dog/73.jpg,1,Dog
/content/dataset/PetImages/Dog/7599.jpg,1,Dog
/content/dataset/PetImages/Dog/8186.jpg,1,Dog
/content/dataset/PetImages/Cat/4000.jpg,0,Cat
/content/dataset/PetImages/Cat/9833.jpg,0,Cat
/content/dataset/PetImages/Dog/6525.jpg,1,Dog
/content/dataset/PetImages/Cat/8832.jpg,0,Cat
/content/dataset/PetImages/Dog/10586.jpg,1,Dog
/content/dataset/PetImages/Cat/6062.jpg,0,Cat
/content/dataset/PetImages/Cat/8623.jpg,0,Cat
/content/dataset/PetImages/Cat/6044.jpg,0,Cat
/content/dataset/PetImages/Cat/1968.jpg,0,Cat
/content/dataset/PetImages/Dog/10506.jpg,1,Dog
/content/dataset/PetImages/Dog/10451.jpg,1,Dog
/content/dataset/PetImages/Cat/8617.jpg,0,Cat
/content/dataset/PetImages/Cat/1434.jpg,0,Cat
/content/dataset/PetImages/Dog/11912.jpg,1,Dog
/content/dataset/PetImages/Dog/1212.jpg,1,Dog
/content/dataset/PetImages/Cat/6301.jpg,0,Cat
/content/dataset/PetImages/Cat/7718.jpg,0,Cat
/content/dataset/PetImages/Dog/6556.jpg,1,Dog
/content/dataset/PetImages/Cat/9864.jpg,0,Cat
/content/dataset/PetImages/Cat/6808.jpg,0,Cat
/content/dataset/PetImages/Dog/8500.jpg,1,Dog
/content/dataset/PetImages/Dog/2517.jpg,1,Dog
/content/dataset/PetImages/Cat/515.jpg,0,Cat
/content/dataset/PetImages/Dog/7308.jpg,1,Dog
/content/dataset/PetImages/Cat/5554.jpg,0,Cat
/content/dataset/PetImages/Cat/938.jpg,0,Cat
/content/dataset/PetImages/Cat/7574.jpg,0,Cat
/content/dataset/PetImages/Dog/5863.jpg,1,Dog
/content/dataset/PetImages/Dog/1159.jpg,1,Dog
/content/dataset/PetImages/Dog/1615.jpg,1,Dog
/content/dataset/PetImages/Cat/1552.jpg,0,Cat
/content/dataset/PetImages/Cat/1840.jpg,0,Cat
/content/dataset/PetImages/Dog/6743.jpg,1,Dog
/content/dataset/PetImages/Dog/5192.jpg,1,Dog
/content/dataset/PetImages/Cat/6183.jpg,0,Cat
/content/dataset/PetImages/Cat/6946.jpg,0,Cat
/content/dataset/PetImages/Dog/2108.jpg,1,Dog
/content/dataset/PetImages/Cat/10261.jpg,0,Cat
/content/dataset/PetImages/Dog/2996.jpg,1,Dog
/content/dataset/PetImages/Cat/4354.jpg,0,Cat
/content/dataset/PetImages/Dog/12277.jpg,1,Dog
/content/dataset/PetImages/Cat/6770.jpg,0,Cat
/content/dataset/PetImages/Dog/2608.jpg,1,Dog
/content/dataset/PetImages/Dog/11366.jpg,1,Dog
/content/dataset/PetImages/Dog/7482.jpg,1,Dog
/content/dataset/PetImages/Dog/5082.jpg,1,Dog
/content/dataset/PetImages/Cat/2003.jpg,0,Cat
/content/dataset/PetImages/Cat/10065.jpg,0,Cat
/content/dataset/PetImages/Cat/5574.jpg,0,Cat
/content/dataset/PetImages/Cat/6142.jpg,0,Cat
/content/dataset/PetImages/Cat/11877.jpg,0,Cat
/content/dataset/PetImages/Cat/541.jpg,0,Cat
/content/dataset/PetImages/Cat/7893.jpg,0,Cat
/content/dataset/PetImages/Cat/5331.jpg,0,Cat
/content/dataset/PetImages/Cat/8338.jpg,0,Cat
/content/dataset/PetImages/Cat/4883.jpg,0,Cat
/content/dataset/PetImages/Dog/10770.jpg,1,Dog
/content/dataset/PetImages/Dog/6704.jpg,1,Dog
/content/dataset/PetImages/Dog/1051.jpg,1,Dog
/content/dataset/PetImages/Dog/5135.jpg,1,Dog
/content/dataset/PetImages/Dog/9626.jpg,1,Dog
/content/dataset/PetImages/Dog/3999.jpg,1,Dog
/content/dataset/PetImages/Dog/7487.jpg,1,Dog
/content/dataset/PetImages/Dog/11785.jpg,1,Dog
/content/dataset/PetImages/Dog/12257.jpg,1,Dog
/content/dataset/PetImages/Dog/1269.jpg,1,Dog
/content/dataset/PetImages/Dog/6206.jpg,1,Dog
/content/dataset/PetImages/Cat/3973.jpg,0,Cat
/content/dataset/PetImages/Cat/7306.jpg,0,Cat
/content/dataset/PetImages/Cat/4627.jpg,0,Cat
/content/dataset/PetImages/Cat/6281.jpg,0,Cat
/content/dataset/PetImages/Cat/3288.jpg,0,Cat
/content/dataset/PetImages/Dog/1457.jpg,1,Dog
/content/dataset/PetImages/Dog/4332.jpg,1,Dog
/content/dataset/PetImages/Dog/104.jpg,1,Dog
/content/dataset/PetImages/Dog/6098.jpg,1,Dog
/content/dataset/PetImages/Dog/5291.jpg,1,Dog
/content/dataset/PetImages/Cat/10510.jpg,0,Cat
/content/dataset/PetImages/Dog/6378.jpg,1,Dog
/content/dataset/PetImages/Dog/4687.jpg,1,Dog
/content/dataset/PetImages/Cat/6406.jpg,0,Cat
/content/dataset/PetImages/Dog/245.jpg,1,Dog
/content/dataset/PetImages/Dog/1432.jpg,1,Dog
/content/dataset/PetImages/Cat/5210.jpg,0,Cat
/content/dataset/PetImages/Cat/4125.jpg,0,Cat
/content/dataset/PetImages/Dog/8462.jpg,1,Dog
/content/dataset/PetImages/Dog/6906.jpg,1,Dog
/content/dataset/PetImages/Cat/5010.jpg,0,Cat
/content/dataset/PetImages/Dog/2821.jpg,1,Dog
/content/dataset/PetImages/Cat/12093.jpg,0,Cat
/content/dataset/PetImages/Dog/4592.jpg,1,Dog
/content/dataset/PetImages/Dog/11948.jpg,1,Dog
/content/dataset/PetImages/Dog/11065.jpg,1,Dog
/content/dataset/PetImages/Cat/4568.jpg,0,Cat
/content/dataset/PetImages/Dog/3048.jpg,1,Dog
/content/dataset/PetImages/Dog/10712.jpg,1,Dog
/content/dataset/PetImages/Cat/11486.jpg,0,Cat
/content/dataset/PetImages/Cat/3014.jpg,0,Cat
/content/dataset/PetImages/Dog/7223.jpg,1,Dog
/content/dataset/PetImages/Cat/7795.jpg,0,Cat
/content/dataset/PetImages/Dog/8139.jpg,1,Dog
/content/dataset/PetImages/Cat/5341.jpg,0,Cat
/content/dataset/PetImages/Dog/6394.jpg,1,Dog
/content/dataset/PetImages/Cat/6967.jpg,0,Cat
/content/dataset/PetImages/Dog/10470.jpg,1,Dog
/content/dataset/PetImages/Dog/1813.jpg,1,Dog
/content/dataset/PetImages/Dog/12005.jpg,1,Dog
/content/dataset/PetImages/Cat/548.jpg,0,Cat
/content/dataset/PetImages/Dog/911.jpg,1,Dog
/content/dataset/PetImages/Dog/11397.jpg,1,Dog
/content/dataset/PetImages/Cat/5393.jpg,0,Cat
/content/dataset/PetImages/Dog/7787.jpg,1,Dog
/content/dataset/PetImages/Cat/7653.jpg,0,Cat
/content/dataset/PetImages/Dog/12180.jpg,1,Dog
/content/dataset/PetImages/Dog/2310.jpg,1,Dog
/content/dataset/PetImages/Cat/3828.jpg,0,Cat
/content/dataset/PetImages/Dog/10018.jpg,1,Dog
/content/dataset/PetImages/Cat/9652.jpg,0,Cat
/content/dataset/PetImages/Dog/1840.jpg,1,Dog
/content/dataset/PetImages/Dog/800.jpg,1,Dog
/content/dataset/PetImages/Dog/11086.jpg,1,Dog
/content/dataset/PetImages/Dog/9842.jpg,1,Dog
/content/dataset/PetImages/Cat/11031.jpg,0,Cat
/content/dataset/PetImages/Cat/11346.jpg,0,Cat
/content/dataset/PetImages/Dog/1022.jpg,1,Dog
/content/dataset/PetImages/Dog/8039.jpg,1,Dog
/content/dataset/PetImages/Cat/1710.jpg,0,Cat
/content/dataset/PetImages/Cat/2212.jpg,0,Cat
/content/dataset/PetImages/Cat/5549.jpg,0,Cat
/content/dataset/PetImages/Dog/10733.jpg,1,Dog
/content/dataset/PetImages/Dog/4022.jpg,1,Dog
/content/dataset/PetImages/Cat/10780.jpg,0,Cat
/content/dataset/PetImages/Dog/9863.jpg,1,Dog
/content/dataset/PetImages/Cat/5928.jpg,0,Cat
/content/dataset/PetImages/Cat/10301.jpg,0,Cat
/content/dataset/PetImages/Cat/6095.jpg,0,Cat
/content/dataset/PetImages/Dog/1331.jpg,1,Dog
/content/dataset/PetImages/Cat/5596.jpg,0,Cat
/content/dataset/PetImages/Cat/10790.jpg,0,Cat
/content/dataset/PetImages/Dog/11459.jpg,1,Dog
/content/dataset/PetImages/Dog/621.jpg,1,Dog
/content/dataset/PetImages/Cat/1482.jpg,0,Cat
/content/dataset/PetImages/Cat/2081.jpg,0,Cat
/content/dataset/PetImages/Dog/3477.jpg,1,Dog
/content/dataset/PetImages/Cat/6480.jpg,0,Cat
/content/dataset/PetImages/Dog/581.jpg,1,Dog
/content/dataset/PetImages/Dog/8470.jpg,1,Dog
/content/dataset/PetImages/Dog/7732.jpg,1,Dog
/content/dataset/PetImages/Cat/8876.jpg,0,Cat
/content/dataset/PetImages/Cat/5482.jpg,0,Cat
/content/dataset/PetImages/Dog/5778.jpg,1,Dog
/content/dataset/PetImages/Dog/9284.jpg,1,Dog
/content/dataset/PetImages/Dog/11888.jpg,1,Dog
/content/dataset/PetImages/Cat/12208.jpg,0,Cat
/content/dataset/PetImages/Dog/4054.jpg,1,Dog
/content/dataset/PetImages/Dog/8570.jpg,1,Dog
/content/dataset/PetImages/Dog/10803.jpg,1,Dog
/content/dataset/PetImages/Cat/11330.jpg,0,Cat
/content/dataset/PetImages/Cat/5422.jpg,0,Cat
/content/dataset/PetImages/Cat/9691.jpg,0,Cat
/content/dataset/PetImages/Dog/11845.jpg,1,Dog
/content/dataset/PetImages/Cat/1952.jpg,0,Cat
/content/dataset/PetImages/Dog/1126.jpg,1,Dog
/content/dataset/PetImages/Dog/3097.jpg,1,Dog
/content/dataset/PetImages/Cat/5113.jpg,0,Cat
/content/dataset/PetImages/Cat/2813.jpg,0,Cat
/content/dataset/PetImages/Cat/7059.jpg,0,Cat
/content/dataset/PetImages/Cat/10726.jpg,0,Cat
/content/dataset/PetImages/Dog/8233.jpg,1,Dog
/content/dataset/PetImages/Dog/2568.jpg,1,Dog
/content/dataset/PetImages/Cat/4736.jpg,0,Cat
/content/dataset/PetImages/Cat/371.jpg,0,Cat
/content/dataset/PetImages/Dog/9791.jpg,1,Dog
/content/dataset/PetImages/Dog/3060.jpg,1,Dog
/content/dataset/PetImages/Cat/11294.jpg,0,Cat
/content/dataset/PetImages/Dog/4227.jpg,1,Dog
/content/dataset/PetImages/Dog/11272.jpg,1,Dog
/content/dataset/PetImages/Cat/6546.jpg,0,Cat
/content/dataset/PetImages/Cat/7309.jpg,0,Cat
/content/dataset/PetImages/Cat/6267.jpg,0,Cat
/content/dataset/PetImages/Dog/6878.jpg,1,Dog
/content/dataset/PetImages/Dog/4251.jpg,1,Dog
/content/dataset/PetImages/Dog/10513.jpg,1,Dog
/content/dataset/PetImages/Cat/1506.jpg,0,Cat
/content/dataset/PetImages/Dog/11634.jpg,1,Dog
/content/dataset/PetImages/Cat/5986.jpg,0,Cat
/content/dataset/PetImages/Cat/5954.jpg,0,Cat
/content/dataset/PetImages/Cat/10703.jpg,0,Cat
/content/dataset/PetImages/Cat/9387.jpg,0,Cat
/content/dataset/PetImages/Dog/8156.jpg,1,Dog
/content/dataset/PetImages/Dog/7261.jpg,1,Dog
/content/dataset/PetImages/Dog/3029.jpg,1,Dog
/content/dataset/PetImages/Dog/9279.jpg,1,Dog
/content/dataset/PetImages/Cat/3527.jpg,0,Cat
/content/dataset/PetImages/Dog/8892.jpg,1,Dog
/content/dataset/PetImages/Cat/12365.jpg,0,Cat
/content/dataset/PetImages/Cat/7024.jpg,0,Cat
/content/dataset/PetImages/Dog/11947.jpg,1,Dog
/content/dataset/PetImages/Dog/10656.jpg,1,Dog
/content/dataset/PetImages/Dog/2124.jpg,1,Dog
/content/dataset/PetImages/Cat/6834.jpg,0,Cat
/content/dataset/PetImages/Cat/1831.jpg,0,Cat
/content/dataset/PetImages/Cat/6718.jpg,0,Cat
/content/dataset/PetImages/Dog/1901.jpg,1,Dog
/content/dataset/PetImages/Dog/9041.jpg,1,Dog
/content/dataset/PetImages/Cat/1544.jpg,0,Cat
/content/dataset/PetImages/Dog/6002.jpg,1,Dog
/content/dataset/PetImages/Cat/11597.jpg,0,Cat
/content/dataset/PetImages/Cat/10586.jpg,0,Cat
/content/dataset/PetImages/Dog/10779.jpg,1,Dog
/content/dataset/PetImages/Dog/11968.jpg,1,Dog
/content/dataset/PetImages/Dog/10362.jpg,1,Dog
/content/dataset/PetImages/Dog/9231.jpg,1,Dog
/content/dataset/PetImages/Cat/7230.jpg,0,Cat
/content/dataset/PetImages/Dog/9840.jpg,1,Dog
/content/dataset/PetImages/Dog/6974.jpg,1,Dog
/content/dataset/PetImages/Cat/1657.jpg,0,Cat
/content/dataset/PetImages/Dog/11259.jpg,1,Dog
/content/dataset/PetImages/Dog/2340.jpg,1,Dog
/content/dataset/PetImages/Dog/7545.jpg,1,Dog
/content/dataset/PetImages/Cat/10320.jpg,0,Cat
/content/dataset/PetImages/Cat/6126.jpg,0,Cat
/content/dataset/PetImages/Dog/900.jpg,1,Dog
/content/dataset/PetImages/Cat/9058.jpg,0,Cat
/content/dataset/PetImages/Cat/12454.jpg,0,Cat
/content/dataset/PetImages/Dog/11995.jpg,1,Dog
/content/dataset/PetImages/Cat/715.jpg,0,Cat
/content/dataset/PetImages/Dog/6006.jpg,1,Dog
/content/dataset/PetImages/Cat/12497.jpg,0,Cat
/content/dataset/PetImages/Dog/5322.jpg,1,Dog
/content/dataset/PetImages/Dog/1428.jpg,1,Dog
/content/dataset/PetImages/Cat/5181.jpg,0,Cat
/content/dataset/PetImages/Dog/6295.jpg,1,Dog
/content/dataset/PetImages/Cat/12466.jpg,0,Cat
/content/dataset/PetImages/Dog/2728.jpg,1,Dog
/content/dataset/PetImages/Cat/514.jpg,0,Cat
/content/dataset/PetImages/Dog/9599.jpg,1,Dog
/content/dataset/PetImages/Dog/9656.jpg,1,Dog
/content/dataset/PetImages/Dog/11700.jpg,1,Dog
/content/dataset/PetImages/Cat/1438.jpg,0,Cat
/content/dataset/PetImages/Cat/3880.jpg,0,Cat
/content/dataset/PetImages/Cat/5179.jpg,0,Cat
/content/dataset/PetImages/Cat/1565.jpg,0,Cat
/content/dataset/PetImages/Cat/1999.jpg,0,Cat
/content/dataset/PetImages/Dog/12151.jpg,1,Dog
/content/dataset/PetImages/Cat/2679.jpg,0,Cat
/content/dataset/PetImages/Dog/13.jpg,1,Dog
/content/dataset/PetImages/Dog/8918.jpg,1,Dog
/content/dataset/PetImages/Dog/12392.jpg,1,Dog
/content/dataset/PetImages/Cat/1546.jpg,0,Cat
/content/dataset/PetImages/Dog/9503.jpg,1,Dog
/content/dataset/PetImages/Cat/8632.jpg,0,Cat
/content/dataset/PetImages/Cat/297.jpg,0,Cat
/content/dataset/PetImages/Dog/7945.jpg,1,Dog
/content/dataset/PetImages/Dog/9299.jpg,1,Dog
/content/dataset/PetImages/Dog/3625.jpg,1,Dog
/content/dataset/PetImages/Cat/8002.jpg,0,Cat
/content/dataset/PetImages/Dog/1458.jpg,1,Dog
/content/dataset/PetImages/Dog/5883.jpg,1,Dog
/content/dataset/PetImages/Cat/9256.jpg,0,Cat
/content/dataset/PetImages/Cat/10196.jpg,0,Cat
/content/dataset/PetImages/Dog/6198.jpg,1,Dog
/content/dataset/PetImages/Cat/5487.jpg,0,Cat
/content/dataset/PetImages/Cat/799.jpg,0,Cat
/content/dataset/PetImages/Cat/3795.jpg,0,Cat
/content/dataset/PetImages/Dog/8024.jpg,1,Dog
/content/dataset/PetImages/Dog/5091.jpg,1,Dog
/content/dataset/PetImages/Dog/1179.jpg,1,Dog
/content/dataset/PetImages/Cat/6064.jpg,0,Cat
/content/dataset/PetImages/Cat/8411.jpg,0,Cat
/content/dataset/PetImages/Cat/10386.jpg,0,Cat
/content/dataset/PetImages/Dog/3803.jpg,1,Dog
/content/dataset/PetImages/Cat/3388.jpg,0,Cat
/content/dataset/PetImages/Cat/8347.jpg,0,Cat
/content/dataset/PetImages/Cat/10110.jpg,0,Cat
/content/dataset/PetImages/Cat/9262.jpg,0,Cat
/content/dataset/PetImages/Dog/12226.jpg,1,Dog
/content/dataset/PetImages/Cat/3604.jpg,0,Cat
/content/dataset/PetImages/Dog/4172.jpg,1,Dog
/content/dataset/PetImages/Cat/235.jpg,0,Cat
/content/dataset/PetImages/Dog/3963.jpg,1,Dog
/content/dataset/PetImages/Cat/10633.jpg,0,Cat
/content/dataset/PetImages/Dog/1436.jpg,1,Dog
/content/dataset/PetImages/Cat/895.jpg,0,Cat
/content/dataset/PetImages/Dog/9443.jpg,1,Dog
/content/dataset/PetImages/Cat/10898.jpg,0,Cat
/content/dataset/PetImages/Dog/692.jpg,1,Dog
/content/dataset/PetImages/Dog/3735.jpg,1,Dog
/content/dataset/PetImages/Cat/11087.jpg,0,Cat
/content/dataset/PetImages/Dog/12035.jpg,1,Dog
/content/dataset/PetImages/Dog/9683.jpg,1,Dog
/content/dataset/PetImages/Cat/1872.jpg,0,Cat
/content/dataset/PetImages/Dog/4825.jpg,1,Dog
/content/dataset/PetImages/Dog/5772.jpg,1,Dog
/content/dataset/PetImages/Dog/9509.jpg,1,Dog
/content/dataset/PetImages/Cat/202.jpg,0,Cat
/content/dataset/PetImages/Dog/8799.jpg,1,Dog
/content/dataset/PetImages/Cat/3914.jpg,0,Cat
/content/dataset/PetImages/Cat/7908.jpg,0,Cat
/content/dataset/PetImages/Cat/5509.jpg,0,Cat
/content/dataset/PetImages/Cat/6837.jpg,0,Cat
/content/dataset/PetImages/Cat/11254.jpg,0,Cat
/content/dataset/PetImages/Dog/2757.jpg,1,Dog
/content/dataset/PetImages/Dog/4522.jpg,1,Dog
/content/dataset/PetImages/Cat/9136.jpg,0,Cat
/content/dataset/PetImages/Dog/4653.jpg,1,Dog
/content/dataset/PetImages/Cat/3757.jpg,0,Cat
/content/dataset/PetImages/Dog/11958.jpg,1,Dog
/content/dataset/PetImages/Cat/11397.jpg,0,Cat
/content/dataset/PetImages/Dog/5209.jpg,1,Dog
/content/dataset/PetImages/Dog/2380.jpg,1,Dog
/content/dataset/PetImages/Dog/5881.jpg,1,Dog
/content/dataset/PetImages/Dog/7834.jpg,1,Dog
/content/dataset/PetImages/Dog/9013.jpg,1,Dog
/content/dataset/PetImages/Dog/11989.jpg,1,Dog
/content/dataset/PetImages/Cat/8560.jpg,0,Cat
/content/dataset/PetImages/Dog/3758.jpg,1,Dog
/content/dataset/PetImages/Cat/292.jpg,0,Cat
/content/dataset/PetImages/Cat/5540.jpg,0,Cat
/content/dataset/PetImages/Cat/1917.jpg,0,Cat
/content/dataset/PetImages/Dog/6757.jpg,1,Dog
/content/dataset/PetImages/Cat/3404.jpg,0,Cat
/content/dataset/PetImages/Dog/7980.jpg,1,Dog
/content/dataset/PetImages/Dog/11809.jpg,1,Dog
/content/dataset/PetImages/Dog/7781.jpg,1,Dog
/content/dataset/PetImages/Cat/4670.jpg,0,Cat
/content/dataset/PetImages/Dog/4931.jpg,1,Dog
/content/dataset/PetImages/Cat/8408.jpg,0,Cat
/content/dataset/PetImages/Dog/211.jpg,1,Dog
/content/dataset/PetImages/Dog/10424.jpg,1,Dog
/content/dataset/PetImages/Cat/12077.jpg,0,Cat
/content/dataset/PetImages/Cat/10809.jpg,0,Cat
/content/dataset/PetImages/Cat/2227.jpg,0,Cat
/content/dataset/PetImages/Cat/6635.jpg,0,Cat
/content/dataset/PetImages/Dog/2179.jpg,1,Dog
/content/dataset/PetImages/Cat/9198.jpg,0,Cat
/content/dataset/PetImages/Cat/3785.jpg,0,Cat
/content/dataset/PetImages/Dog/7668.jpg,1,Dog
/content/dataset/PetImages/Cat/409.jpg,0,Cat
/content/dataset/PetImages/Dog/8444.jpg,1,Dog
/content/dataset/PetImages/Dog/11739.jpg,1,Dog
/content/dataset/PetImages/Dog/12216.jpg,1,Dog
/content/dataset/PetImages/Cat/11380.jpg,0,Cat
/content/dataset/PetImages/Dog/1949.jpg,1,Dog
/content/dataset/PetImages/Dog/6931.jpg,1,Dog
/content/dataset/PetImages/Cat/1608.jpg,0,Cat
/content/dataset/PetImages/Cat/5578.jpg,0,Cat
/content/dataset/PetImages/Cat/10891.jpg,0,Cat
/content/dataset/PetImages/Dog/2878.jpg,1,Dog
/content/dataset/PetImages/Cat/2147.jpg,0,Cat
/content/dataset/PetImages/Cat/108.jpg,0,Cat
